meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
-0.5710792409097493,-0.7786027348893259,-0.3356739069298652,-0.668497631990133,-0.31585130512832293,0.11988663589087167,-0.05608180954154163,-0.551862142729479,-0.18074536569347543,-0.4638071916915876,0.2086593000612651,-0.7407664081555294,-0.007610831162090381,-0.5975231978440214,0.1871568704249844,-0.4152092041209108,-0.12296667957981045,-0.5214514623220133,0.1815172663379898,-0.4776805464158236,-0.20881623893512635,-0.48916235142972964,0.07058009200505594,-0.5809775350889108,-0.1752743992687147,-0.2917643981432707,0.15782781991087458,-0.5983919766026291,0.10797430078361547,-0.6699909889804314,0.27873698955188175,-0.7020009303583027,0.21666953090537486,-0.7256269046837058,0.08309491705740368,-0.7842942771576015,Blues
-0.7145936549326379,-0.5556511596351578,-0.49295174665885877,-0.3222358862614614,-0.3428458113104158,-0.11126406092221619,-0.12364679049776761,-0.07981346264661293,-0.3144396075006326,0.05631415501494064,0.2550254427653913,-0.49506734450781364,0.2554064852141772,0.009837273944139246,0.04612293358759367,-0.12749200354111667,0.23007890924934488,-0.3255778577545727,0.20549601095283565,-0.046741839028033194,0.02878250014504452,0.48120641975890077,0.2151925992165744,-0.1417224669394277,0.02916514698141165,0.2843810994444578,0.1183075694565584,-0.3422498907111069,0.423348526061027,-0.5133251372429698,0.1870086042070107,-0.4121054187806348,0.31826927467589317,-0.49571244809054305,-0.06461402869387844,-0.5731453050599137,Blues
-0.6114732724902215,-0.6196203363143258,-0.4598251594465702,-0.5601181174777226,-0.09908136073919582,0.09262161110421996,-0.2840585882450877,-0.6375052159250334,-0.3766393096827303,-0.47737480939171517,0.40082088034054264,-0.5687734587251482,-0.12906134041518008,-0.44529381190914386,0.011235235202986082,-0.5728261246846755,-0.386409298061564,-0.47416501586534354,0.36782443985638946,-0.5553141384255877,-0.16720740237421006,-0.18662624624451762,-0.09061540925080996,-0.335306740541913,-0.11249678074399361,-0.4380247281052616,-0.04252084406958684,-0.576875004234624,-0.13201634247326566,-0.6868685857294233,-0.03671342032616745,-0.700280835718072,0.02085319988554507,-0.5673371064237209,-0.40035659031795245,-0.6533633771283284,Blues
-0.9170621468926552,-0.852886775264956,-0.747939581682153,-0.5847215726058064,-0.23676109680598856,-0.16738886988588075,-0.46903379415482394,-0.24736338629164656,-0.6383040342239745,-0.2675166181473039,0.5181624162774088,-0.5320575454128856,0.28845753629730386,-0.49866277789725855,-0.1801959627690558,-0.5237952144113537,0.1833204084453218,-0.3817330271007009,-0.0914753836475497,-0.31467369149422897,0.21654904177424172,0.1404763981180026,-0.11840326530682777,-0.5892212134675848,0.39020687877746524,-0.4075644227762796,0.007179256772420928,-0.5918969138906818,0.5453672294037399,-0.5748178852358946,0.0006572333133087471,-0.8182445671584914,0.304783687754686,-0.7421110244080543,-0.2801889178706947,-0.7979183474328346,Blues
-0.2861712299000434,-0.42640755810626507,-0.209245583894359,-0.30749768503420816,-0.030021666607463082,-0.019103369589550834,-0.2406867865415152,-0.47374578363878916,-0.16434485762434337,-0.18043964299667592,0.16610424033459648,-0.24478922066322073,-0.2532316463437442,-0.4326273753683775,-0.22013468086567167,-0.31783000459230926,-0.8455034339810084,-0.17573530678174687,-0.0496309478323575,-0.19507290406610012,-0.5846288224661023,-0.31494251143135177,-0.34953861955184085,-0.19284028088532712,-0.1475042981464854,0.1469189449671715,-0.29116154977805037,-0.3456880314709341,-0.18892537548888877,-0.5315072853603122,-0.4304208225468278,-0.4518446082895369,0.15962562441069206,-0.22791216124759717,-0.659258003024707,-0.4676827827585943,Blues
-0.3316181370418658,0.14186422551111488,-0.16895459473486674,0.28789237462976214,0.10684003208962078,0.0749218701241392,-0.22768131566612237,-0.10424195868643649,-0.16861373291708737,0.24332584581006356,0.034392355056837465,0.8358623963048881,0.032406583994394056,-0.03945000089038442,0.07667126478633202,0.5541330503176918,-0.5007716544749229,0.2119614631466431,0.07047760991478269,0.4315155803904811,-0.5666843670768968,0.20057926675258164,-0.22897132281466204,-0.08917479876560974,-0.04563779811638097,0.29804753910933846,-0.3893488985486028,-0.26906919254417994,-0.09866366444035124,-0.45431041964151575,-0.41684012204066817,-0.3815080446219734,0.0227105041475964,-0.3943246938517082,-0.8047025284478323,-0.6782444305933386,Blues
-0.724653049398812,-0.6240142795143131,-0.5792577115221919,-0.31345823783715043,0.21564449976173883,-0.2958191167455746,-0.5984263012089039,-0.15819687404961247,-0.4935544999920185,-0.192222556355368,0.2956380477469587,0.04047542447133656,-0.0857386279636102,0.21743165855887847,-0.15858615647433094,0.08035612823074989,0.4184756257178345,0.9999999999999996,-0.46976444665759703,0.2929913622074578,-0.37220933354156904,-0.01551070935728549,-0.37145480271063386,-0.48489161745675813,0.08728953884539317,-0.20031708612846932,-0.731515654807762,-0.2252760144321344,0.10536025529062809,-0.4961410102477185,-0.41533068867142076,-0.6330202003943326,0.17144642366705437,-0.5922582945641695,-0.7063263039225309,-0.5821356706132449,Blues
-0.7224916702882804,-0.6434224301605551,-0.5199177961418869,-0.37862522695768075,0.05077973435619754,-0.27242811870746064,-0.398338342293459,-0.2945769809750992,-0.41006058975241877,-0.26448551732036774,0.3406173183257979,-0.23678224962817263,-0.10449185259600907,-0.1908777737074403,0.039274562503676114,-0.20019443085690458,0.26625627324346857,0.4406874515891368,-0.034297786081499027,-0.22688562492114817,-0.4586452038066484,0.1692472363193278,-0.1277186762119687,-0.011739205006687348,-0.13749579068784318,0.5125998112153596,-0.6146720362510549,-0.040554810184175505,0.14227974210290806,-0.35620686101737076,-0.6195922484040716,-0.489841514589495,0.34552458191270585,-0.32286314765286295,-0.6826680403627274,-0.650777144422801,Blues
-0.6443227582210632,-0.7185041554476336,-0.33745534178932957,-0.5568350779818312,-0.00760931369716733,0.23449568316818237,-0.04568516125449884,-0.4487453389088093,-0.17188380084967014,-0.3119779589479206,0.19987018337970963,-0.6032815856345001,0.009908915743586294,-0.452354537126483,0.2672156283467445,-0.358178443292668,-0.1557935396690367,-0.4418963506169876,0.19395328030169967,-0.30731147519096913,-0.5004647109729544,-0.5926015036094959,0.22552974674793425,-0.502321926642119,-0.13325182083700993,-0.736473034167786,0.5978055680631094,-0.6339233184983879,0.1952159607935643,-0.7507574663016992,0.09276068619807237,-0.6837159485061054,-0.2641548303575242,-0.6158754706794665,0.010434089485653497,-0.706093288015548,Blues
-0.5211589164131537,-0.6681647043406993,-0.29345181955563393,-0.4443511836004148,-0.07067830011817211,-0.05219298571963282,-0.14201479712049503,-0.3679410440785078,-0.14086604351425103,-0.26755082151730214,0.1530172192908814,-0.38390551782663174,-0.026774531590183892,-0.09261220399976366,0.14675999989704946,-0.08537605359192413,-0.5797384432306032,0.12911743945062626,-0.06257319447760151,0.5203256413607114,-0.02804460335312836,-0.2161847292697634,-0.1596438458896911,-0.5059513527350181,-0.2947164040722847,-0.26495372847296417,-0.2114384394873803,-0.44706017964431655,0.1356977154789748,-0.5860359998394842,-0.16686624223770513,-0.36712506729197036,0.41069364083225823,-0.3550907614525607,-0.646189033469428,-0.5721743575346306,Blues
-0.7003273938867158,-0.8031522379392428,-0.5696590300141449,-0.5869933632957353,-0.3807368653314134,-0.05507750340647144,-0.5046679259493025,-0.38791714875091066,-0.511656173108366,-0.37574508591190625,0.434354211916957,-0.37105716083771,-0.10843865550694182,0.2881413158451418,-0.04642708655591199,0.2671279593098017,-0.30608660648532776,-0.33516650631823686,-0.22150956997149393,-0.21898260992027052,-0.1450673560477116,0.0788340701140362,-0.18345272479876457,-0.41726316740049896,0.1219948407225345,-0.618009104729951,-0.35437267578926546,-0.7574267718708675,0.36677710154206333,-0.696400373374325,-0.12368222827566344,-0.9444532602059365,0.24226911345066635,-0.5573685270997977,-0.3003335172049563,-0.8377797921727573,Blues
-0.792965377372157,-0.40432770020957964,-0.5464434641369175,-0.17789431765773112,-0.3814313771104638,-0.2623298803132088,-0.2587464413367262,-0.09103965666256641,-0.422215026349815,0.10709327683095071,0.2087404169329916,-0.20888801327439355,0.3228489620434326,-0.5163131215738818,-0.07364071580252407,-0.11616579138259886,0.12951678167004063,0.09845560651082375,-0.03332850569256046,0.1207625300870856,0.2177780476977767,-0.1194532649859712,-0.10684818817474823,-0.07743238128177166,0.390581040092496,0.1881339009591414,-0.08281012227421053,-0.29278685244143343,0.3504528739724939,-0.4452400067174487,-0.40463187643705867,-0.5751630192403122,0.1586445483718963,-0.6240380983547307,-0.5964145994610804,-0.6062060564279605,Blues
-0.5428364479211937,-0.3952584584163571,-0.4701892624697196,-0.4325482793360059,0.07033011566307668,-0.3383315561380815,-0.3708847499095862,-0.7226830925542274,-0.3970213648999025,-0.43606963804874743,0.20850570547469083,-0.4039790484736321,-0.0028952245709125413,0.03769380436424541,0.6315476127605665,0.02745320156246911,0.0949035499107869,-0.1326273663402029,-0.017536965521124825,-0.4600506935070676,0.43151563147149274,-0.18690615683203804,-0.4429058504544458,-0.17727051983607867,-0.3918519459063815,-0.12083188062773309,0.0056719399501054535,-0.36725427785638254,0.32633906053181855,-0.25270325327219045,-0.3407614604530298,-0.41223373586450496,0.5185869620150184,-0.28910067757743874,-0.03967888932161595,-0.7229551401487444,Blues
-0.7533883818629581,-0.6453472127081921,-0.549597991671083,-0.6186818764292716,-0.19623991711766386,-0.2621077611563596,-0.17109769388382623,-0.5777816948308435,-0.4177089913185852,-0.4203854172928684,0.23402602577462117,-0.6292227885310864,0.3316789014047027,-0.11131179510432698,0.29859066833870973,-0.4904771474458912,0.16536540440460906,-0.6381863105432348,0.07856081586845354,-0.20075957016890356,0.2348576769186024,-0.5976934055476777,-0.1354436655934041,-0.5415079109755804,-0.5508712839223924,-0.17459358357463217,0.2066933787142904,-0.4986229046782088,0.21594168810962422,-0.536608600302242,-0.3149083896428294,-0.6591400009779127,0.24023108802955556,-0.6035647987470572,0.2935527204080287,-0.515118849438202,Blues
-0.8528060263653483,-0.6135493677152097,-0.7037292609113831,-0.6406279324280792,-0.16726076215249908,-0.4484157330372853,-0.30587330138273017,-0.4760327768737228,-0.620503371544936,-0.42826458691123115,0.11814475110553047,-0.41533560310511763,0.481944877656095,0.4637960248155828,0.18460317097593237,-0.5210952596572633,0.5731919763453914,-0.4336621353906379,0.035925536981147976,-0.2343071853056098,0.6673318546547716,-0.34383433857068524,-0.3236968065760117,-0.22422464719560598,0.04691530048044218,-0.360905618480841,0.185250988536804,-0.5548474743301052,0.9074780116015299,-0.568040735027399,-0.21534827949047147,-0.8065495018925719,0.734938488019777,-0.6266320539264334,0.19721613292773843,-0.5553016755542716,Blues
-0.6623902651021295,-0.45614270971540516,-0.4960425545628605,-0.5356915206776057,-0.20389845183202127,-0.3857471939386765,-0.22779940739508442,-0.4792040797173893,-0.38079416587043313,-0.5203588076340789,0.10708334706535072,-0.4051563921239334,0.22224610490961583,0.2587773175740906,0.16444146474117016,0.1253575064474235,0.32101699083029134,-0.16996607951943976,0.01074393534800272,-0.3329196023530723,0.5845684998660482,-0.17433932564691967,-0.24519826261616795,-0.3265804206100873,-0.2542162434298224,-0.3446618169185742,0.13657139581142175,-0.5188939020998288,0.7748351546828205,-0.5270493544425847,-0.2743895606368346,-0.70930532943454,0.479998874970229,-0.5350797517785124,-0.08376534278862063,-0.49933188710884435,Blues
-0.6455627987831377,-0.5966349169623317,-0.46978071770890106,-0.6125690671024684,-0.1890662408302397,-0.2845352212207737,-0.20762574838400272,-0.37580054460753853,-0.3549756797248945,-0.41061640092211193,0.18719995560913927,-0.5103691303277679,0.11164654510604573,0.2643975096958848,0.09814700843313218,0.034418187664641,0.10692362661688337,-0.3318472783355628,0.18036922134009814,-0.18019898972977155,0.14643232205760542,-0.3563749312640354,-0.23800271959543393,-0.2651692111473525,-0.2973194594821943,-0.1470892419757328,0.5622126083703599,-0.3837746733961087,0.6649802877076645,-0.29297473283135766,-0.05129667322464035,-0.6424937515049217,0.2831207873767061,-0.4631736402202815,0.18217012951446948,-0.6041235585089659,Blues
-0.7693524554541503,-0.728478875683801,-0.6648344587687287,-0.5016824554336865,-0.049011359833148305,-0.47082724756445593,-0.5180897331001602,-0.5753015644698591,-0.5693498402592337,-0.388128516272941,0.35335422980202,-0.37056237515099777,0.1469648737727258,-0.0657812961737474,0.615906334619953,-0.0012257995560676083,0.5161459092940228,-0.31173200130426015,-0.1275960099741303,-0.34257735297303804,0.4618895230877492,-0.19164249874164319,-0.33576687550294587,-0.4209163751035889,-0.3278948277790481,0.05885952224405466,-0.04730495448503308,-0.3521286506576402,0.854009838549586,-0.4316518749679856,-0.5095790873219757,-0.5307616656856017,0.5016241949271555,-0.4298149595631868,-0.021011187119425068,-0.5663139965603973,Blues
-0.7498710705490366,-0.5256037823831384,-0.40749571922817973,-0.5283101320341398,-0.19737162386227958,-0.23302137887576002,0.08208031259217208,-0.3443147972508158,-0.15214481338493058,-0.17248625253982552,0.011770808281962086,-0.4840758451112097,0.40619351166781464,-0.166988558262553,0.3218664745933534,-0.41038062133707354,0.24962687792220956,-0.7857756163461139,0.4458029870062039,-0.35403598620485854,0.21640623997343356,-0.847971268049581,-0.012039721542997539,-0.535302585901155,-0.32420281398706163,-0.1205174061739569,0.40006612291447885,-0.43089920052400843,0.28718181798719705,-0.6701785886116212,-0.05502676279395846,-0.6770253058984192,0.1881918434975447,-0.6403010070543874,0.28454449815611615,-0.6341409337196747,Blues
-0.7552194697957408,-0.6153310344066336,-0.6835817075050076,-0.5526618237090354,-0.1558580790692341,-0.4972876599900238,-0.5069464920051527,-0.7237944096446005,-0.6210461024849323,-0.3630300864091386,0.3735418248854423,-0.6222174354394212,0.20877697961958885,0.24721521354707043,0.2935849432255867,-0.1340104738140706,0.23009139921946845,0.020743189408651164,-0.09816211746106773,-0.6001739388220925,0.41215411845589595,-0.29730083638552096,-0.5816611352226143,-0.36345629118133416,-0.18948032132422643,-0.42965260196871324,0.11501277168006185,-0.3437829515590256,0.4421925591368075,-0.27130661652071986,-0.20253222806637866,-0.57563432212021,0.5949077668779883,-0.5003916822951955,-0.09242174783385526,-0.5032545127429713,Blues
